Row,Coolant Temp [degree C],Engine Speed [rpm],Engine Speed of Cyl Count1 [rpm],Engine Speed of Cyl Count2 [rpm],Engine Speed of Cyl Count3 [rpm],Engine Speed of Cyl Count4 [rpm],Engine Speed of Cyl Count5 [rpm],Engine Speed of Cyl Count6 [rpm],Fuel System Monitor,Short FT (Bank1 Sensor1) [%],Short FT (Bank2 Sensor1) [%]
103,71,1147.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-2.344,0
104,71,1146.750,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-2.344,0
105,71,1150.750,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-2.344,0
106,71,1148.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-2.344,0
107,71,1150,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-2.344,0
108,71,1135.750,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-2.344,0
109,71,1142,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
110,71,1146.750,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
111,71,1144.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
112,71,1142,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
113,71,1149,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
114,71,1141.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
115,71,1143.750,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
116,71,1145.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
117,71,1150,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
118,71,1148.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
119,71,1150.750,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
120,71,1152.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
121,71,1153,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
122,71,1151.500,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0
123,71,1157,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,Avail,-1.562,0.781
